"verm_initial_correct_hits","verm_initial_correct_passes","verm_delayed_correct_hits","verm_delayed_correct_passes","vism_initial_correct_hits","vism_initial_correct_passes","vism_delayed_correct_hits","vism_delayed_correct_passes","sdc_correct","sdc_errors","stroop_simple_reaction_time","stroop_stroop_correct","stroop_stroop_reaction_time_correct","stroop_stroop_commission_errors","stroop_complex_correct","stroop_complex_reaction_time_correct","stroop_complex_commission_errors","sat_average_correct_rt","cpt_omission_errors","cpt_commission_errors","cpt_choice_reaction_time_correct","sat_correct_AND_sat_errors","ftt_right_taps_average","ftt_left_taps_average"
1.92422032984867,-0.338367707956708,1.04038680400941,-0.217213567945373,0.940629864061586,-0.346694283253195,0.720973709456556,-0.456347052541006,0.303931455938062,-0.0090418695900641,0.544730571803807,0.791888051246798,0.608760791052372,0.313057979034167,2.01982361298912,0.324458801199557,0.307425072169004,-0.00646022678309163,0.989073163460312,0.10155406640591,0.273456750550064,0.463282140611464,0.389557568993425,0.252133768851876
-0.338367707956708,2.58134148604671,-0.281537165413934,1.31243785286515,-0.295690610534855,0.711064296976416,-0.34327571456822,0.616563762613148,0.336576374002378,0.0706582080841625,0.0043396148797676,0.651775095990327,0.0908374496327024,0.691907236417561,0.929740787138208,0.158493108514717,0.32703452210275,0.119540328546097,0.610650903998476,0.626767315075217,0.154027129622325,0.505434186761323,0.0916357641070234,0.281890838490059
1.04038680400941,-0.281537165413934,1.46741971804295,-0.386505185450085,0.544969737258345,-0.245900143749602,0.598874080429287,-0.353259979111131,0.215275409972942,-0.049448831546926,0.30186723695741,0.269632366071004,0.330991163231514,-0.0262954862078296,0.360558638148851,0.0315686314061991,0.208733078960561,0.163932040385915,0.301921908837372,-0.0305677830893198,0.140949488629159,0.0857778858551902,0.259783522454471,0.237917657102038
-0.217213567945373,1.31243785286515,-0.386505185450085,2.37224614210238,-0.250472607727212,0.701177361652449,-0.268938302018329,0.990630826832681,0.510720505504707,0.171312817036434,0.130676304628904,1.61354880064487,0.559537378056647,0.913075398786967,1.67610106511585,0.631750889416166,0.667102010476592,-0.251368778467193,0.877870843478919,0.971999911005051,0.141536333935871,0.82668503606608,0.31746393098851,0.26130546244653
0.940629864061586,-0.295690610534855,0.544969737258345,-0.250472607727212,1.95809883386586,-0.413747748100593,1.17045911168015,-0.613195248810539,0.365651651247813,0.00384958801444366,0.642829050571497,0.80379013212179,0.651001832654086,0.255075312141454,1.82395448208186,0.517470568327913,0.0369858420238324,0.084333493065949,1.19743508096083,0.136988589568215,0.394662345652944,0.608043428387475,0.368746825589647,0.351942252538852
-0.346694283253195,0.711064296976416,-0.245900143749602,0.701177361652449,-0.413747748100593,1.57139564910598,-0.620890973974722,0.912001874579222,0.0930661588605425,-0.0633938820602497,-0.0944505356394677,0.399738670149829,-0.00366172860459643,0.255629212811166,-0.183358863081034,0.0832184432106079,0.112921978177761,0.0910303194727751,0.420062249683372,0.254064820257993,-0.0258740219383563,0.189180777943369,-0.0817876729046178,0.0199154262878042
0.720973709456556,-0.34327571456822,0.598874080429287,-0.268938302018329,1.17045911168015,-0.620890973974722,2.06695932556085,-0.769717107152944,0.227520390175286,0.0492469762490717,0.361702775206483,0.166629798476368,0.390829656396221,-0.00130672539104827,0.269597052722537,0.167414204908261,0.142589830833312,0.0854289630457346,0.342927699663857,0.0342936332996253,0.211739411163557,0.185953693143949,0.37826114719856,0.341847748439044
-0.456347052541006,0.616563762613148,-0.353259979111131,0.990630826832681,-0.613195248810539,0.912001874579222,-0.769717107152944,2.02702431134897,0.355707859195455,0.0509884492412127,-0.0889074055951275,0.797778844491436,0.312133126757564,0.510982192661308,0.364566508917673,0.337787080018495,0.309008161164205,0.0556059887808046,0.108764643083431,0.522988633403839,-0.108812963653339,0.571141573119069,0.00235157942179078,-0.0558350821403285
0.303931455938062,0.336576374002378,0.215275409972942,0.510720505504707,0.365651651247813,0.0930661588605425,0.227520390175286,0.355707859195455,1.65774963384193,0.363660315290317,0.924675096738215,1.73403809512232,1.45806330615861,0.742493851987896,2.08489200239523,1.11077447633605,0.514138720579728,0.37419233897118,1.30312853968752,0.557213343260163,0.659432961475765,1.38919867819627,0.829544032328058,0.720952203014622
-0.0090418695900641,0.0706582080841625,-0.049448831546926,0.171312817036434,0.00384958801444366,-0.0633938820602497,0.0492469762490717,0.0509884492412127,0.363660315290317,0.812777088485604,0.085270349019637,0.324115730579008,0.140233496607421,0.361477241516706,0.840491105028177,0.14079968791192,0.293332291443114,-0.133350164756341,0.039094636079106,0.1606262938195,0.0363130633829415,0.285904956423515,0.106117196579112,0.103995333900966
0.544730571803807,0.0043396148797676,0.30186723695741,0.130676304628904,0.642829050571497,-0.0944505356394677,0.361702775206483,-0.0889074055951275,0.924675096738215,0.085270349019637,4.49000955391834,3.96439569546958,2.27539696918135,0.871500882228975,2.91942827029837,2.34801718813672,0.100531932007468,0.713124772241426,2.65049897753015,0.463836668495131,1.23596879888918,1.81548139576508,1.12163331096758,1.09171203487653
0.791888051246798,0.651775095990327,0.269632366071004,1.61354880064487,0.80379013212179,0.399738670149829,0.166629798476368,0.797778844491436,1.73403809512232,0.324115730579008,3.96439569546958,16.7251614730134,5.59345581877564,3.79496075299915,10.2640059643016,4.71883686052904,1.58579275928848,0.646611319554246,4.29471097615455,1.9820018432972,1.72140428402977,4.30233315448536,1.71264324053014,1.53065500521513
0.608760791052372,0.0908374496327024,0.330991163231514,0.559537378056647,0.651001832654086,-0.00366172860459643,0.390829656396221,0.312133126757564,1.45806330615861,0.140233496607421,2.27539696918135,5.59345581877564,4.90820980863501,1.06660539029349,4.72557833036965,3.15056624251624,0.505483878742342,0.906805428677586,2.27753445710291,0.578698266817169,1.59772067650996,2.74119374097865,1.08388783938311,1.05944654777483
0.313057979034167,0.691907236417561,-0.0262954862078296,0.913075398786967,0.255075312141454,0.255629212811166,-0.00130672539104827,0.510982192661308,0.742493851987896,0.361477241516706,0.871500882228975,3.79496075299915,1.06660539029349,4.12620673803349,4.14366770488696,1.0901439031318,1.79014094194185,-0.0397962511665203,1.86361260685833,1.36014011051719,0.437168337650109,1.61900439163689,0.785395657250125,0.677740219417452
